,LLC-stores,instructions,bytes,blocks,LLC-loads,LLC-load-misses,ref-cycles,cycles,LLC-store-misses,pkg_pwr,ram_pwr,power
55,252549,1724457003,0,0,4018222,690389,1456596747,1331621781,107975,40.01,6.35,130.0
56,63803,538321095,167936,328,1644275,91945,491688555,454433133,28739,39.71,5.67,130.0
57,229550,1286035241,0,0,3385957,632805,1112527974,954028369,202075,39.94,6.29,129.8
58,136669,1669524157,0,0,3388904,604400,1382363686,1280645913,37192,39.99,6.33,129.8
59,181665,1176236911,0,0,2348485,371664,948830979,884229701,146598,40.08,6.41,129.9
60,467734,1338746072,0,0,3097102,592900,1143098979,1069503375,126039,39.94,6.04,129.9
61,159029,394351478,167936,328,1249267,77917,370601401,292230959,4588,39.73,5.65,129.9
62,180995,1571407649,0,0,3970531,598819,1321546010,1187995080,46490,40.09,6.51,129.7
63,328560,1795502942,0,0,3982706,698582,1529553063,1404129307,167979,40.05,6.41,129.8
64,149190,1035109726,0,0,2520398,353055,880131788,757084060,33406,40.0,6.32,129.9
65,204836,1693133284,0,0,3837625,535823,1402582960,1315000265,57736,39.99,6.3,130.0
66,53713,476812148,167936,328,1958320,277029,448344804,403601111,18915,39.81,5.84,130.0
67,302401,1657503592,0,0,2998935,589244,1354485266,1305780986,133405,40.09,6.34,129.9
68,595171,1829391002,0,0,3835408,1024536,1447528739,1362595759,196127,40.17,6.59,130.0
69,247183,1163814453,0,0,2035192,214151,975700049,946169516,23278,40.01,6.38,130.1
70,336967,2032026819,22704128,44344,4509167,899592,1656315738,1604740466,129679,40.12,6.52,130.2
71,264198,1624804664,655360,1280,4453110,795341,1425202313,1257037601,120200,40.18,6.52,130.3
72,402724,1386008862,0,0,2806023,452826,1130749556,1030859872,112007,40.12,6.51,130.3
73,208155,1473398428,0,0,3292028,591468,1206268068,1105292585,99972,35.87,6.23,130.4
74,262057,2174811801,0,0,4628759,728497,1693511851,1623254922,255391,38.36,6.7,122.7
75,367530,1769487885,0,0,4119985,954031,1426954877,1289589670,225938,37.42,6.54,128.0
76,257203,2400326811,397312,776,6226878,965328,1863155773,1780603143,173320,37.81,6.6,127.7
77,311883,1582902465,0,0,3212824,609023,1317336304,1274576652,192718,40.01,6.36,127.8
78,184472,978840560,0,0,2294754,523427,820731950,770827179,102287,40.03,6.24,128.0
79,214806,1408771114,0,0,3110472,541754,1275600594,1101941161,106618,40.05,6.36,128.3
80,195078,1504700951,0,0,2891944,371303,1259354878,1185653533,30291,39.85,6.09,128.5
81,188789,623248919,425984,832,2921551,537285,506454600,496422857,21285,39.95,6.02,128.7
82,256251,1666104167,0,0,3848832,737839,1396718010,1302952063,84183,40.16,6.5,128.8
83,157731,1824701700,0,0,4057601,603801,1494422905,1424470317,67647,40.17,6.48,129.0
84,180422,1194721590,0,0,2194366,153918,960921848,913625541,93447,40.14,6.45,129.2
85,517973,1777448216,0,0,4368010,708376,1457151519,1377027423,228035,39.96,6.16,129.4
86,68487,507301275,167936,328,2197664,405692,424271681,361294410,19805,39.9,5.86,129.5
87,157529,1717617325,0,0,4052163,662765,1432255103,1307461824,102346,40.1,6.4,129.5
88,207366,1481936962,0,0,2625149,251593,1212534370,1130546396,29283,39.98,6.13,129.6
89,394049,1655922125,0,0,3212255,588892,1275709684,1192935498,178244,40.13,6.47,129.7
90,219512,1339298776,0,0,3338407,693536,1146298868,1023399828,116280,39.91,6.12,129.8
91,80421,724814004,196608,384,2437182,347268,648058771,531355689,54545,39.77,5.8,129.8
92,218154,1321748385,0,0,2881158,584499,1057184114,1018030348,109483,40.04,6.42,129.7
93,375284,1810982502,0,0,3628039,525045,1473265499,1375768156,217998,39.96,6.38,129.9
94,254509,1443969079,0,0,2379633,420499,1147143054,1061841325,160579,39.96,6.37,129.9
95,410696,1494288623,0,0,3646764,731700,1224168457,1130781138,107514,39.86,6.11,130.0
96,200726,272231442,167936,328,1189997,119290,281925133,245519358,3559,39.75,5.64,130.0
97,273074,1870259659,0,0,3852761,762544,1505720219,1459052171,77256,40.01,6.4,129.9
98,154926,1483260867,0,0,3056308,554391,1211170260,1112535688,32595,40.05,6.48,130.0
99,344359,1629019850,0,0,3805256,700253,1288847391,1191612936,293174,40.06,6.29,130.1
100,211101,1694846479,23236608,45384,3262390,759635,1330859832,1238668083,190540,40.14,6.39,130.1
101,169668,563724199,454656,888,2148462,378083,478688971,461700589,240083,39.96,5.86,130.3
102,137152,1729776994,0,0,3565610,596689,1364987748,1334170971,59689,40.13,6.33,130.2
103,313562,1738008359,0,0,3918507,976236,1347173972,1272645235,327219,40.23,6.6,130.3
104,233907,1871624767,0,0,4327945,712730,1536006011,1418152249,24377,40.16,6.45,130.4
105,194167,1841499479,28672,56,3662929,582789,1522498404,1400182543,50525,40.13,6.31,130.5
106,82234,610218846,253952,496,2195164,241582,520388459,467569256,60698,39.9,5.82,130.6
107,113189,1535798576,0,0,3049686,473478,1305848661,1179443176,13749,40.02,6.17,130.4
108,302637,1085035892,0,0,2374245,401728,874962648,830631914,126929,40.03,5.98,130.5
109,115992,1098026545,0,0,2896419,348528,919133392,835658388,98606,39.92,5.97,130.4
110,243940,1142368900,0,0,3089831,516576,966701228,887458846,129778,39.97,6.1,130.4
111,43177,155024448,311296,608,1119752,30638,175537840,138228602,37622,39.82,5.73,130.4
112,161072,1752604552,0,0,3869097,679167,1412769322,1300592305,132959,39.98,6.24,130.2
113,322881,1524881003,0,0,2997190,438185,1237981167,1189226545,134429,39.92,6.09,130.3
114,87822,1064375624,0,0,2399887,420512,921936343,808648063,63108,39.85,6.02,130.3
115,150912,1252639243,0,0,3190290,512906,1053084076,959888240,73450,39.95,6.15,130.3
116,282849,471862148,167936,328,1612713,324381,443065130,365606339,139724,39.87,5.82,130.3
117,188011,1854712814,0,0,3485490,402164,1495641847,1420923439,103351,40.02,6.3,130.2
118,222268,1739175843,0,0,4381781,855796,1487127154,1318036443,110272,40.06,6.45,130.2
119,115154,1468460729,0,0,2671844,353888,1188263325,1114679881,24559,39.99,6.31,130.4
120,132756,1477469738,0,0,3611177,545499,1239267226,1037723081,68596,39.92,6.16,130.4
121,48657,344451151,196608,384,2042931,280971,289751115,225207953,26164,39.77,5.83,130.4
122,239822,1632084525,0,0,2910511,391181,1326308120,1283328038,22888,39.98,6.2,130.3
123,316523,1567244433,0,0,3196656,498925,1245232178,1226135854,24724,39.94,6.21,130.3
124,229995,1422000706,0,0,2762870,291736,1140943126,1101529470,166468,40.15,6.42,130.4
125,279390,1293397765,0,0,2904454,507012,1122878145,1003958626,162291,39.83,5.84,130.4
126,196133,240954991,167936,328,1778007,279638,284773488,216771131,36236,39.89,5.77,130.4
127,171371,2058095690,0,0,3846225,574072,1625544006,1555554804,31039,40.06,6.33,130.3
128,204248,1006562986,0,0,2863796,497884,885986089,753051415,86446,39.94,5.98,130.3
129,179380,1759108133,0,0,3594650,517023,1455970656,1369216278,29967,40.05,6.27,130.3
130,212441,1451584771,0,0,3628504,651862,1166249781,1096347268,160734,39.96,6.21,130.3
131,194014,1006834621,23732224,46352,2712864,425780,854620061,753789669,123109,39.92,5.93,130.4
132,157610,1541580638,0,0,3383998,450918,1225396427,1158588733,21210,37.96,6.64,130.3
133,312377,2481824212,0,0,5141064,993257,1946067953,1885918641,164183,39.16,6.68,129.9
134,338812,2314025581,0,0,5449656,905779,1780718886,1661151895,225255,38.61,6.73,130.0
135,310423,1963853185,0,0,4678572,861962,1584375233,1517404824,47281,38.97,6.29,129.8
136,160295,586462175,512000,1000,2530736,320048,525833053,425963591,101950,39.85,5.87,129.8
137,294466,2028724979,0,0,3954505,668928,1641984536,1576131283,85898,40.12,6.46,129.8
138,178824,1646143200,0,0,3499300,522968,1282559500,1253907896,24490,40.16,6.44,129.9
139,459147,1783212699,0,0,4248388,818968,1409514762,1332464627,217505,40.15,6.54,130.1
140,105487,1239648866,0,0,3042235,316773,1096356553,896685073,16327,39.86,5.84,130.2
141,133007,762611753,540672,1056,3213463,403603,608577589,537355084,94262,39.95,5.97,130.3
142,178609,2026327217,0,0,3871993,600828,1585818605,1507647259,73072,40.08,6.43,130.2
143,210547,1411540283,0,0,2862258,995590,1063613649,983191748,37621,40.04,6.38,130.3
144,216084,1949217857,0,0,4095542,642143,1559421783,1490540778,177139,40.16,6.51,130.4
145,376820,1930036151,0,0,5229661,867759,1556848657,1514547321,372144,40.1,6.56,130.5
146,167161,1726701211,167936,328,3434576,492372,1441750224,1343243025,126808,40.05,6.31,130.6
147,211546,857977118,0,0,2571988,435377,816291594,680963361,30646,39.98,6.21,130.7
148,142678,2002955231,0,0,3529654,375366,1606055649,1557114641,56157,40.11,6.47,130.7
149,294480,1831797914,0,0,3735163,592403,1565323179,1384871601,91314,40.05,6.29,130.8
150,213814,1456377167,0,0,3620223,787151,1217175425,1060371934,94279,40.16,6.61,130.9
151,271605,1744544302,225280,440,4920271,724532,1476884366,1306465864,176119,40.09,6.47,131.0
152,299418,1447361980,0,0,2423855,410039,1139650531,1089789747,127889,40.15,6.46,131.0
153,194054,2066709227,0,0,4395493,756105,1667169788,1580520393,235778,40.12,6.51,131.1
154,173432,1948799722,0,0,3912638,665223,1596544355,1524471818,34981,40.06,6.42,131.1
155,266390,1655376317,0,0,3606217,729773,1352712367,1257547261,237202,40.06,6.44,131.2
156,163497,1590871997,167936,328,4209307,694963,1312948431,1230338240,83595,40.21,6.65,131.2
157,126887,1657277856,0,0,3848679,569243,1364209657,1256281712,51900,40.02,6.35,131.2
158,259235,2032572928,253952,496,4533960,816498,1617862285,1494978646,174333,40.04,6.5,131.2
159,236019,1967404664,0,0,3942545,724284,1604401200,1492514921,41441,40.07,6.51,131.3
160,257222,1633868103,0,0,3737833,745476,1322211858,1218742645,36697,40.13,6.61,131.4
161,352887,2141061099,0,0,4069878,652625,1686744900,1580419506,113681,40.04,6.44,131.4
162,301669,1523457037,22806528,44544,4118950,731578,1335227024,1162500182,178054,40.05,6.41,131.4
163,385834,1857799315,0,0,3845600,482229,1481501955,1447056912,38349,40.01,6.33,131.5
164,129729,1613058350,5042176,9848,3904293,618580,1357513369,1182939649,185623,40.1,6.58,131.4
165,256139,1761285477,0,0,3740957,539837,1376774904,1367876224,201232,39.92,6.22,131.4
166,55924,315760916,0,0,2086090,400293,283261821,211403741,106322,39.79,5.89,131.5
167,359639,2277985902,28672,56,4736021,872286,1818722973,1726067800,146577,40.08,6.49,131.3
168,260123,1976985636,0,0,4738137,1048452,1485789076,1401515067,105668,40.15,6.53,131.3
169,261939,1528158664,1114112,2176,3518480,557022,1237390466,1123723741,70729,40.11,6.43,131.3
170,194417,1960103585,0,0,4041582,641915,1630442932,1563619028,109592,40.08,6.52,131.3
171,219771,933122929,0,0,2680430,472172,826712350,761306327,43901,39.98,6.32,131.4
172,161561,2222844707,0,0,4849731,830845,1718335003,1656482826,51106,40.08,6.45,131.3
173,434518,2025837894,0,0,4087212,705861,1640353432,1591016436,160014,40.06,6.45,131.4
174,152654,1527118119,450560,880,3517151,619231,1232686854,1204105677,47631,40.1,6.39,131.3
175,174625,2062510355,0,0,4271128,607893,1630350052,1533672375,58293,40.17,6.51,131.4
176,497843,1332725450,0,0,3160922,555637,1090263199,1028080726,226321,40.01,6.22,131.4
177,227901,1575294098,0,0,3579311,680781,1231324676,1220002135,180603,40.13,6.46,131.3
178,184020,2000868667,0,0,4296613,615467,1602978662,1521922630,79704,40.17,6.43,131.3
179,159694,1884637013,167936,328,3600651,520855,1538136894,1451779534,39150,40.09,6.34,131.3
180,258784,1512150691,0,0,4449474,758981,1274578173,1226174168,100593,40.1,6.5,131.3
181,342860,1688315909,0,0,3454951,635990,1379253869,1254002554,34819,40.01,6.34,131.4
182,172997,1944986756,0,0,3613422,571557,1601754836,1490374657,40894,40.11,6.44,131.3
183,290385,1635321349,0,0,3803135,750714,1264567987,1250910184,96857,40.13,6.48,131.3
184,130854,1557691508,196608,384,3370611,389724,1281249064,1224446720,174319,40.0,6.32,131.3
185,163286,1403112568,0,0,2383332,275076,1183698180,1152028356,20951,39.81,5.9,131.3
186,409689,794426580,0,0,2871787,480744,661569838,604177265,129096,39.87,5.94,131.2
187,287326,1467035643,0,0,3374999,566022,1200976159,1119876765,105096,40.1,6.52,131.1
188,253371,1572200660,0,0,2502263,382696,1311245875,1209664372,71098,39.97,6.21,131.1
189,289282,2078829467,167936,328,4967350,826838,1629862501,1538590110,141985,40.11,6.5,131.1
190,83590,1395173664,0,0,2348746,247980,1166189573,1104565996,17992,39.83,5.92,131.1
191,134654,287450019,0,0,1703218,261467,301472546,257807029,46613,39.85,5.95,131.1
192,487598,2133946387,262144,512,4643663,711844,1726579173,1626905348,255646,40.05,6.48,131.0
193,176480,2083891411,22716416,44368,4559773,761441,1640385900,1590236524,36186,40.07,6.45,131.0
194,115290,1174292195,483328,944,2146627,310791,964542085,812492353,86035,40.14,6.51,131.0
195,389615,2276702195,0,0,4683270,1029642,1757034044,1600841257,112653,39.89,6.06,131.1
196,357581,633240594,0,0,2106291,389901,594703722,525912668,199424,39.86,6.0,131.1
197,254686,1496327896,0,0,3319779,434354,1180005145,1133053447,60525,40.06,6.53,131.0
198,237540,1903382271,0,0,3633011,734909,1539725796,1437972924,30515,40.06,6.39,131.1
199,151149,1861777815,167936,328,3689138,484810,1415736911,1345804717,47657,39.94,6.24,131.1
200,278700,1787904390,0,0,4118650,647984,1515620207,1439533724,189352,39.91,6.18,131.1
201,189248,789204627,0,0,3328969,586180,685997712,609212118,160698,39.86,6.0,131.1
202,82860,1268909734,0,0,1956538,261429,1029370035,934609380,26212,40.0,6.36,131.0
203,153344,1896867180,0,0,4108289,568173,1492273784,1438747373,49340,39.83,5.99,131.0
204,385751,1678335346,684032,1336,3453357,549334,1308123287,1289479109,167732,40.03,6.44,130.9
205,210506,1435910572,0,0,4003751,723819,1156305991,1097083168,142189,39.72,6.48,131.0
206,348541,1528205718,0,0,3904339,617562,1240849829,1148980313,147182,32.37,6.23,130.9
207,328214,2470410246,0,0,4593799,786511,1918374522,1822011750,237837,39.0,6.71,116.1
208,247593,2306540379,0,0,5157235,760191,1897868961,1757820284,199409,37.14,6.59,129.9
209,288358,2129977218,311296,608,5163360,874424,1712125920,1616604551,202535,38.88,6.54,129.4
210,239451,1546813781,0,0,4114404,692210,1269004579,1132573450,137675,40.11,6.59,129.4
211,137324,1229644016,0,0,2448926,332658,1003723090,948118882,19309,39.92,6.12,129.7
212,250781,2123863661,0,0,4765215,929759,1700770088,1555972634,320331,40.1,6.58,129.8
213,212453,1824614019,0,0,3318239,395309,1503246507,1455519649,18834,40.03,6.43,130.0
214,230752,1715578965,339968,664,3451085,644233,1335933530,1307163925,71269,39.92,6.37,130.2
215,286103,1922653483,0,0,4847881,772360,1549293079,1462724311,243896,40.08,6.6,130.4
216,121253,662184996,0,0,1358783,66185,580661275,549916680,17302,39.79,5.87,130.5
217,476161,2034837831,0,0,3999922,613867,1638233986,1554606996,197507,39.92,6.21,130.4
218,290394,1478208912,0,0,3222370,584358,1160982024,1141347217,81969,40.05,6.45,130.5
219,196892,2041150094,167936,328,4341587,644298,1596907152,1497486546,232163,40.1,6.51,130.6
220,337705,2031070485,0,0,4624770,906360,1670883644,1499235728,162659,40.07,6.56,130.7
221,266514,1333327593,0,0,3697529,824879,1043810397,931070771,120859,39.95,6.25,130.8
222,126956,1800245723,0,0,2724625,428821,1405399078,1338086004,27296,39.93,6.26,130.8
223,176686,1882095988,22978560,44880,4236130,573192,1509883437,1484869999,91548,40.01,6.48,130.9
224,268299,1885108833,540672,1056,4028400,737161,1522685231,1468276343,155288,40.05,6.43,130.9
225,241236,1490059627,0,0,3894228,707033,1246655293,1111956656,173424,40.06,6.55,130.9
226,375202,1925254187,0,0,4173874,622140,1516081275,1472793686,246431,40.01,6.43,131.0
227,287075,1898365321,258048,504,3959998,590898,1543088861,1508806233,208163,39.99,6.46,131.0
228,102315,1647663748,24576,48,2199439,133226,1323584122,1267190600,11432,40.05,6.46,131.1
229,346531,2021017906,0,0,4087610,706043,1610613027,1543828304,180239,40.02,6.38,131.1
230,311246,1998659280,0,0,4660520,736033,1630077529,1470443040,136557,40.07,6.55,131.1
231,333972,1901554297,0,0,4176184,792919,1521497917,1457077914,171528,40.02,6.49,131.2
232,313912,1535394078,0,0,3705734,637894,1250267952,1186507082,115435,40.04,6.52,131.2
233,118214,1386774462,253952,496,1929465,122192,1129508681,1086234892,7706,39.91,6.1,131.2
234,225844,2116870407,0,0,4307198,741021,1677520780,1593572236,145991,39.97,6.25,131.1
235,142719,1473149212,0,0,4357007,994519,1229686072,1116733383,43599,40.09,6.62,131.1
236,412844,1980759251,0,0,4429398,721592,1619403872,1552528043,265478,40.07,6.46,131.2
237,275165,1405241510,0,0,2999556,405648,1178117927,1104750546,96821,40.03,6.5,131.2
238,155719,1975628243,167936,328,3414727,495455,1589648623,1504896588,52631,40.03,6.48,131.2
239,512602,2254927789,28672,56,4770047,759265,1785483671,1747261813,428964,40.03,6.49,131.2
240,235077,1805189031,0,0,4447315,923564,1476698017,1385659234,138810,39.98,6.48,131.2
241,433226,2181730428,0,0,3909661,681709,1753275627,1652342793,90400,40.08,6.57,131.3
242,271052,1502738419,0,0,3961087,629610,1201505820,1155622871,163602,40.09,6.49,131.3
243,351512,1876918394,397312,776,3644757,402688,1510830573,1395927031,167911,40.04,6.46,131.3
244,299260,1982312603,0,0,3055336,508344,1585368395,1504839300,218221,40.08,6.46,131.3
245,452010,1914522406,0,0,4067659,708215,1522467862,1458133644,341625,39.96,6.48,131.3
246,345987,1920198188,0,0,4228574,673970,1530671759,1460682628,191015,40.08,6.54,131.3
247,300703,1397729023,0,0,3895174,682375,1117363166,1072829853,274935,40.14,6.63,131.4
248,187485,2258845121,167936,328,3325632,370497,1760413152,1673015239,25888,39.99,6.37,131.4
249,487145,2195530072,0,0,4142292,733655,1739716886,1697049012,151791,39.96,6.32,131.3
250,346737,1507307172,0,0,4288064,1009570,1212820879,1132350678,274281,40.05,6.62,131.3
251,253141,2030160701,0,0,4641253,710684,1661453850,1585772919,141276,40.02,6.54,131.4
252,316780,1832087773,0,0,3956166,695183,1481337199,1381939916,151835,40.01,6.43,131.4
253,125662,1710503384,167936,328,2129596,190046,1378172240,1336188746,73956,39.91,6.22,131.2
254,342228,1963277434,22839296,44608,4429796,737353,1584929219,1472423914,167126,40.09,6.55,131.3
255,375950,1374591786,0,0,3907012,710661,1166360558,1048144735,199127,39.98,6.57,131.3
256,126619,1823425794,0,0,2735608,176765,1527197859,1412515553,13198,39.9,6.24,131.3
257,370966,2005716542,0,0,4416021,736972,1594409223,1544651292,128712,40.03,6.46,131.2
258,463295,1413082302,368640,720,3365427,704293,1146753031,1072720893,272655,40.02,6.51,131.2
259,344929,1920682778,0,0,4107061,695225,1541348317,1454700628,180930,40.04,6.51,131.3
260,165196,2078475885,0,0,3187120,354543,1672333838,1623268481,37108,39.79,6.14,131.2
261,356048,843750487,0,0,3528492,721775,674982992,628342460,108303,39.86,6.09,131.3
262,85330,1607981854,0,0,2126471,120640,1317042064,1263604865,9862,39.93,6.29,131.1
263,314801,2070735875,348160,680,4588332,808833,1637298274,1554490877,325334,39.96,6.48,131.1
264,203390,1709177332,0,0,3970640,726985,1421482465,1290447446,99208,39.99,6.39,131.1
265,135777,1519377372,3072,6,2541708,278377,1247633029,1177797915,13815,39.79,5.95,131.1
266,231008,816839114,0,0,3377446,576153,701943718,636840888,201802,39.83,6.0,131.1
267,128707,1667529823,0,0,1950384,143641,1326733124,1323925469,11191,39.87,6.29,130.9
268,405378,2430999899,167936,328,6831779,992950,1753229579,1708254876,58987,40.16,6.6,130.9
269,298327,1331630579,0,0,3333801,566930,1078836211,1016405109,70145,40.0,6.5,131.1
270,192383,2177326037,0,0,3579977,419092,1768393787,1729455213,31622,39.78,6.1,131.1
271,334856,538668139,0,0,2760428,512652,485869479,408922167,65749,39.83,6.13,131.2
272,348681,2102746775,0,0,2721309,211423,1665502864,1607430709,91704,40.01,6.49,131.1
273,296229,2013757023,225280,440,4797609,1437372,1462429375,1380710429,85964,40.07,6.59,131.1
274,394298,2150675173,0,0,4790748,889701,1718667146,1648219192,102161,40.04,6.56,131.2
275,146283,1658616863,0,0,2636638,288529,1349929349,1319213840,19699,39.81,6.05,131.2
276,101704,379318879,0,0,2178620,377532,387962646,301524439,33643,39.9,6.1,131.2
277,151781,2178652600,0,0,3874967,425638,1828247208,1746347145,135969,39.87,6.23,131.0
278,294527,1412858854,167936,328,3804831,775968,1127751808,1067562550,159738,39.99,6.54,131.0
279,253520,1873491310,0,0,4429050,672502,1541834102,1471397107,136633,39.98,6.51,131.1
280,191933,2268800178,0,0,3186126,323224,1825067020,1762711142,36827,39.8,6.2,131.1
281,320595,631883104,0,0,3019559,576198,523946901,485380299,192304,39.86,6.14,131.1
282,141907,2105977496,0,0,2642057,173997,1672140457,1620534870,16455,40.04,6.48,131.0
283,445251,1704017352,225280,440,3781089,696571,1370150526,1349826463,219933,39.98,6.42,131.0
284,458846,1995830694,0,0,4071370,948529,1574868893,1496945952,170551,40.06,6.52,131.0
285,123509,1730718624,23486464,45872,2874686,270047,1417892290,1311028136,21650,39.78,5.94,131.1
286,238755,467951169,0,0,2871056,570561,474082983,312929759,196916,39.88,6.11,131.1
287,437619,2424229731,0,0,4038728,435011,1872176528,1824213620,220718,37.66,6.67,130.9
288,447646,2509635226,540672,1056,4186623,704595,1974279828,1903525129,290863,38.68,6.73,130.8
289,280729,2323874516,0,0,4762602,754589,1751673772,1740088211,127617,38.53,6.62,130.5
290,445850,2795081552,0,0,6698001,1319970,2183525132,2126911755,222898,40.22,6.88,130.4
291,182789,829309742,0,0,1935722,324666,711556208,664955882,17576,39.93,6.28,130.3
292,175245,2389236457,0,0,4301221,563305,1909107185,1803776885,55160,39.93,6.3,130.4
293,360453,1341626891,569344,1112,3510785,622365,1120867347,1030748695,246941,40.04,6.59,130.4
294,458687,2125364419,0,0,5061667,1053179,1681625792,1605877997,177294,40.06,6.57,130.6
295,233393,2308283494,0,0,4016179,422668,1894125715,1807405552,34272,39.92,6.3,130.7
296,100008,258121231,0,0,1326954,102382,308250843,248142368,8975,39.84,6.22,130.8
297,297678,2394208537,0,0,4432495,767853,1874248458,1858328098,196211,39.89,6.28,130.7
298,312051,2013692752,167936,328,4897915,916290,1607260797,1481110220,190968,40.11,6.66,130.8
299,149382,1391137810,0,0,2547275,296476,1132169163,1124364799,125488,40.04,6.54,130.9
300,396818,2368588082,0,0,4882878,836637,1883856501,1671339792,139373,39.97,6.36,130.9
301,266237,1425008616,0,0,5101509,1105214,1056320876,975108512,210508,39.95,6.3,131.1
302,112558,1725546331,0,0,2193513,128840,1343478914,1329209315,9544,39.94,6.32,131.0
